IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
40.233.70.7,8443,443,TRUE,YYZ,North America,Toronto,242,0.02
192.210.243.216,8443,443,TRUE,BUF,North America,Buffalo,251,0.01
192.227.227.87,8443,443,TRUE,BUF,North America,Buffalo,260,0
207.60.50.14,8443,443,TRUE,LAX,North America,Los Angeles,166,0
47.236.85.11,8443,443,TRUE,SIN,Asia Pacific,Singapore,103,0
47.236.167.231,8443,8443,TRUE,SIN,Asia Pacific,Singapore,106,0
8.219.11.158,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,0
8.219.126.240,8443,8443,TRUE,SIN,Asia Pacific,Singapore,67,0
8.219.106.156,8443,8443,TRUE,SIN,Asia Pacific,Singapore,68,0
47.243.255.224,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,27,0
