IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.125.8,2053,2053,TRUE,SIN,Asia Pacific,Singapore,264,9.82
8.218.98.75,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,30,8.18
47.76.214.139,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,30,7.63
8.219.111.175,2053,2053,TRUE,SIN,Asia Pacific,Singapore,74,7.17
8.219.191.40,2053,2053,TRUE,SIN,Asia Pacific,Singapore,99,6.49
47.236.80.110,2053,2053,TRUE,SIN,Asia Pacific,Singapore,102,5.5
8.219.142.191,2053,2053,TRUE,SIN,Asia Pacific,Singapore,103,5.31
47.236.254.120,2053,2053,TRUE,SIN,Asia Pacific,Singapore,103,4.56
47.237.121.38,2053,2053,TRUE,SIN,Asia Pacific,Singapore,263,4.46
8.219.193.202,2053,2053,TRUE,SIN,Asia Pacific,Singapore,101,4.25
8.219.199.220,2053,2053,TRUE,SIN,Asia Pacific,Singapore,115,4.25
47.237.8.82,2053,2053,TRUE,SIN,Asia Pacific,Singapore,252,3.95
51.116.121.25,2053,443,TRUE,FRA,Europe,Frankfurt,248,2.94
47.242.125.241,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,29,2.73
20.199.22.233,2053,443,TRUE,CDG,Europe,Paris,262,2.48
47.243.74.220,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,31,2.31
47.236.93.176,2053,2053,TRUE,SIN,Asia Pacific,Singapore,109,2.17
51.140.85.89,2053,443,TRUE,LHR,Europe,London,265,1.49
8.219.194.170,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,1.45
8.218.3.12,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,33,1.33
4.185.171.220,2053,443,TRUE,FRA,Europe,Frankfurt,256,1.32
8.222.169.222,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,1.22
8.210.63.130,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,37,1.21
13.201.27.214,2053,443,TRUE,BOM,Asia Pacific,Mumbai,168,1.06
18.194.3.61,2053,443,TRUE,FRA,Europe,Frankfurt,257,1.01
8.210.244.38,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,34,0.97
144.24.169.81,2053,443,TRUE,FRA,Europe,Frankfurt,280,0.76
8.210.55.134,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,30,0.56
3.98.54.22,2053,443,TRUE,YUL,North America,Montréal,257,0.36
8.210.207.214,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,32,0.32
8.218.122.55,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,31,0.24
158.101.169.13,2053,443,TRUE,FRA,Europe,Frankfurt,277,0.18
23.94.95.60,2053,443,TRUE,ATL,North America,Atlanta,250,0.1
3.133.110.3,2053,443,TRUE,ORD,North America,Chicago,262,0.07
23.94.208.167,2053,443,TRUE,SJC,North America,San Jose,253,0.02
104.168.102.121,2053,443,TRUE,SJC,North America,San Jose,263,0.01
23.94.211.237,2053,443,TRUE,SEA,North America,Seattle,256,0.01
192.227.227.87,2053,443,TRUE,YYZ,North America,Toronto,272,0.01
57.153.156.60,2053,443,TRUE,AMS,Europe,Amsterdam,260,0
8.217.127.73,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,30,0
47.76.32.108,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,31,0
47.243.243.14,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,33,0
47.76.26.26,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,29,0
8.222.167.147,2053,2053,TRUE,SIN,Asia Pacific,Singapore,70,0
8.219.97.50,2053,2053,TRUE,SIN,Asia Pacific,Singapore,68,0
