IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.116.254.134,443,443,TRUE,FRA,Europe,Frankfurt,253,3.53
130.162.253.35,443,443,TRUE,FRA,Europe,Frankfurt,256,3.53
34.141.91.25,443,443,TRUE,FRA,Europe,Frankfurt,303,3.51
8.209.112.212,443,443,TRUE,FRA,Europe,Frankfurt,249,3.51
34.89.194.176,443,443,TRUE,FRA,Europe,Frankfurt,289,3.45
34.154.134.249,443,443,TRUE,FRA,Europe,Frankfurt,342,3.43
130.162.170.236,443,443,TRUE,FRA,Europe,Frankfurt,252,3.41
146.70.175.176,443,443,TRUE,AMS,Europe,Amsterdam,193,3.39
195.58.50.96,443,443,TRUE,AMS,Europe,Amsterdam,205,3.37
158.101.217.89,443,443,TRUE,FRA,Europe,Frankfurt,251,3.37
89.168.78.199,443,443,TRUE,FRA,Europe,Frankfurt,257,3.34
143.47.229.24,443,443,TRUE,FRA,Europe,Frankfurt,264,3.32
143.47.189.235,443,443,TRUE,FRA,Europe,Frankfurt,257,3.29
34.154.41.67,443,443,TRUE,FRA,Europe,Frankfurt,239,3.25
130.61.204.37,443,443,TRUE,FRA,Europe,Frankfurt,247,3.23
141.147.105.23,443,443,TRUE,FRA,Europe,Frankfurt,247,3.19
152.70.163.196,443,443,TRUE,FRA,Europe,Frankfurt,308,3.15
141.144.242.47,443,443,TRUE,FRA,Europe,Frankfurt,261,3.14
34.65.227.161,443,443,TRUE,FRA,Europe,Frankfurt,246,3.12
143.47.226.121,443,443,TRUE,FRA,Europe,Frankfurt,254,3.09
141.144.231.25,443,443,TRUE,FRA,Europe,Frankfurt,253,3.08
158.180.14.25,443,443,TRUE,FRA,Europe,Frankfurt,253,3.06
34.154.135.210,443,443,TRUE,FRA,Europe,Frankfurt,280,3.04
150.230.126.78,443,443,TRUE,FRA,Europe,Frankfurt,251,3.01
34.118.25.142,443,443,TRUE,FRA,Europe,Frankfurt,250,3
84.8.149.28,443,443,TRUE,FRA,Europe,Frankfurt,248,2.99
34.91.248.236,443,443,TRUE,FRA,Europe,Frankfurt,247,2.96
143.47.190.7,443,443,TRUE,FRA,Europe,Frankfurt,269,2.89
34.34.113.233,443,443,TRUE,FRA,Europe,Frankfurt,241,2.87
34.107.114.247,443,443,TRUE,FRA,Europe,Frankfurt,193,2.85
34.107.84.147,443,443,TRUE,FRA,Europe,Frankfurt,282,2.82
34.154.231.250,443,443,TRUE,FRA,Europe,Frankfurt,290,2.77
34.154.249.101,443,443,TRUE,FRA,Europe,Frankfurt,304,2.75
109.205.214.8,443,443,TRUE,AMS,Europe,Amsterdam,199,2.74
202.81.231.150,443,443,TRUE,HKG,Asia Pacific,Hong Kong,60,2.73
34.154.107.52,443,443,TRUE,FRA,Europe,Frankfurt,294,2.72
34.32.251.60,443,443,TRUE,FRA,Europe,Frankfurt,324,2.72
158.180.25.74,443,443,TRUE,FRA,Europe,Frankfurt,259,2.7
13.211.39.36,443,443,TRUE,SYD,Oceania,Sydney,152,2.65
34.91.102.47,443,443,TRUE,FRA,Europe,Frankfurt,286,2.65
34.118.25.92,443,443,TRUE,FRA,Europe,Frankfurt,274,2.62
34.154.252.14,443,443,TRUE,FRA,Europe,Frankfurt,312,2.57
34.65.248.219,443,443,TRUE,FRA,Europe,Frankfurt,255,2.57
185.209.23.63,443,443,TRUE,AMS,Europe,Amsterdam,224,2.56
109.71.246.74,443,443,TRUE,AMS,Europe,Amsterdam,285,2.52
150.230.149.241,443,443,TRUE,FRA,Europe,Frankfurt,257,2.49
143.47.176.197,443,443,TRUE,FRA,Europe,Frankfurt,261,2.49
34.159.29.144,443,443,TRUE,FRA,Europe,Frankfurt,282,2.48
35.198.66.253,443,443,TRUE,FRA,Europe,Frankfurt,287,2.47
35.204.153.103,443,443,TRUE,FRA,Europe,Frankfurt,258,2.44
34.116.193.92,443,443,TRUE,FRA,Europe,Frankfurt,281,2.42
34.65.29.110,443,443,TRUE,FRA,Europe,Frankfurt,243,2.41
141.148.235.108,443,443,TRUE,FRA,Europe,Frankfurt,276,2.39
34.154.102.110,443,443,TRUE,FRA,Europe,Frankfurt,289,2.39
8.209.91.182,443,443,TRUE,FRA,Europe,Frankfurt,239,2.38
34.147.125.210,443,443,TRUE,FRA,Europe,Frankfurt,279,2.36
129.159.242.166,443,443,TRUE,FRA,Europe,Frankfurt,258,2.27
34.116.228.88,443,443,TRUE,FRA,Europe,Frankfurt,280,2.26
146.70.175.107,443,443,TRUE,AMS,Europe,Amsterdam,179,2.26
84.235.165.62,443,443,TRUE,FRA,Europe,Frankfurt,275,2.26
34.118.114.204,443,443,TRUE,FRA,Europe,Frankfurt,254,2.24
141.144.198.171,443,443,TRUE,FRA,Europe,Frankfurt,259,2.23
158.180.51.204,443,443,TRUE,FRA,Europe,Frankfurt,244,2.18
217.79.183.50,443,443,TRUE,FRA,Europe,Frankfurt,193,2.16
34.154.9.19,443,443,TRUE,FRA,Europe,Frankfurt,240,2.12
34.159.103.36,443,443,TRUE,FRA,Europe,Frankfurt,288,2.09
34.32.211.101,443,443,TRUE,FRA,Europe,Frankfurt,199,2.03
217.160.248.11,443,443,TRUE,MAD,Europe,Madrid,241,2.02
34.159.69.127,443,443,TRUE,FRA,Europe,Frankfurt,244,2
34.118.102.141,443,443,TRUE,FRA,Europe,Frankfurt,252,1.99
34.154.19.125,443,443,TRUE,FRA,Europe,Frankfurt,248,1.99
141.148.226.228,443,443,TRUE,FRA,Europe,Frankfurt,247,1.97
116.202.105.32,443,443,TRUE,FRA,Europe,Frankfurt,220,1.95
34.154.129.35,443,443,TRUE,FRA,Europe,Frankfurt,204,1.94
35.198.117.131,443,443,TRUE,FRA,Europe,Frankfurt,277,1.93
141.147.101.93,443,443,TRUE,FRA,Europe,Frankfurt,268,1.92
212.113.106.102,443,443,TRUE,FRA,Europe,Frankfurt,290,1.86
34.118.123.164,443,443,TRUE,FRA,Europe,Frankfurt,258,1.8
144.24.167.32,443,443,TRUE,FRA,Europe,Frankfurt,254,1.79
143.47.226.159,443,443,TRUE,FRA,Europe,Frankfurt,286,1.77
146.19.233.20,443,443,TRUE,FRA,Europe,Frankfurt,203,1.75
35.204.30.229,443,443,TRUE,FRA,Europe,Frankfurt,276,1.75
95.164.44.8,443,443,TRUE,DUB,Europe,Dublin,278,1.74
34.118.77.217,443,443,TRUE,FRA,Europe,Frankfurt,288,1.71
34.154.172.234,443,443,TRUE,FRA,Europe,Frankfurt,240,1.7
147.78.1.162,443,0,TRUE,DFW,North America,Dallas,279,1.69
84.235.169.183,443,443,TRUE,FRA,Europe,Frankfurt,252,1.66
193.123.33.187,443,443,TRUE,FRA,Europe,Frankfurt,221,1.66
34.90.152.25,443,443,TRUE,FRA,Europe,Frankfurt,243,1.63
140.238.122.90,443,443,TRUE,FRA,Europe,Frankfurt,252,1.6
34.154.105.205,443,443,TRUE,FRA,Europe,Frankfurt,258,1.58
34.154.19.214,443,443,TRUE,FRA,Europe,Frankfurt,261,1.57
185.250.248.13,443,443,TRUE,FRA,Europe,Frankfurt,289,1.54
34.91.239.5,443,443,TRUE,FRA,Europe,Frankfurt,278,1.54
47.21.145.234,443,443,TRUE,EWR,North America,Newark,286,1.53
34.118.3.143,443,443,TRUE,FRA,Europe,Frankfurt,257,1.53
34.118.84.121,443,443,TRUE,FRA,Europe,Frankfurt,312,1.52
34.159.52.152,443,443,TRUE,FRA,Europe,Frankfurt,282,1.47
172.93.165.228,443,443,TRUE,HKG,Asia Pacific,Hong Kong,29,1.45
172.93.188.140,443,443,TRUE,SIN,Asia Pacific,Singapore,25,1.44
34.154.118.68,443,443,TRUE,FRA,Europe,Frankfurt,286,1.44
144.21.60.39,443,443,TRUE,FRA,Europe,Frankfurt,263,1.4
34.154.70.45,443,443,TRUE,FRA,Europe,Frankfurt,250,1.39
46.102.156.77,443,443,TRUE,VIE,Europe,Vienna,376,1.39
139.28.4.66,443,443,TRUE,EVN,Middle East,Yerevan,246,1.38
54.169.229.188,443,443,TRUE,SIN,Asia Pacific,Singapore,60,1.38
185.87.150.54,443,443,TRUE,CDG,Europe,Paris,212,1.37
185.188.181.45,443,443,TRUE,FRA,Europe,Frankfurt,195,1.35
34.154.233.194,443,443,TRUE,FRA,Europe,Frankfurt,234,1.33
138.3.254.39,443,443,TRUE,FRA,Europe,Frankfurt,258,1.32
77.238.254.235,443,443,TRUE,AMS,Europe,Amsterdam,192,1.31
150.230.112.29,443,443,TRUE,FRA,Europe,Frankfurt,292,1.31
147.45.73.218,443,443,TRUE,ARN,Europe,Stockholm,304,1.3
130.162.180.232,443,443,TRUE,FRA,Europe,Frankfurt,254,1.29
34.90.88.125,443,443,TRUE,FRA,Europe,Frankfurt,259,1.29
34.65.66.221,443,443,TRUE,FRA,Europe,Frankfurt,241,1.28
132.145.224.254,443,443,TRUE,FRA,Europe,Frankfurt,257,1.25
34.154.10.50,443,443,TRUE,FRA,Europe,Frankfurt,248,1.24
77.238.244.214,443,443,TRUE,AMS,Europe,Amsterdam,202,1.23
34.154.113.234,443,443,TRUE,FRA,Europe,Frankfurt,250,1.23
34.154.61.8,443,443,TRUE,FRA,Europe,Frankfurt,246,1.2
34.118.68.230,443,443,TRUE,FRA,Europe,Frankfurt,266,1.17
92.118.169.17,443,443,TRUE,AMS,Europe,Amsterdam,194,1.16
89.22.238.8,443,443,TRUE,AMS,Europe,Amsterdam,235,1.13
217.28.129.238,443,443,TRUE,HEL,Europe,Helsinki,234,1.13
130.61.207.174,443,443,TRUE,FRA,Europe,Frankfurt,276,1.12
34.154.249.231,443,443,TRUE,FRA,Europe,Frankfurt,296,1.12
217.196.106.76,443,443,TRUE,ARN,Europe,Stockholm,306,1.11
34.154.240.106,443,443,TRUE,FRA,Europe,Frankfurt,277,1.11
144.21.62.163,443,443,TRUE,FRA,Europe,Frankfurt,267,1.07
143.47.243.128,443,443,TRUE,FRA,Europe,Frankfurt,264,1.06
34.154.180.236,443,443,TRUE,FRA,Europe,Frankfurt,254,1.06
94.247.42.207,443,443,TRUE,ZRH,Europe,Zurich,274,1.06
77.238.225.201,443,443,TRUE,AMS,Europe,Amsterdam,187,1.02
91.90.193.24,443,443,TRUE,GVA,Europe,Geneva,291,1
77.238.254.91,443,443,TRUE,AMS,Europe,Amsterdam,189,0.98
34.154.123.93,443,443,TRUE,FRA,Europe,Frankfurt,278,0.96
192.236.249.107,443,443,TRUE,AMS,Europe,Amsterdam,249,0.95
143.47.178.242,443,443,TRUE,FRA,Europe,Frankfurt,282,0.94
34.118.125.121,443,443,TRUE,FRA,Europe,Frankfurt,302,0.94
146.70.175.183,443,443,TRUE,AMS,Europe,Amsterdam,248,0.93
34.159.89.25,443,443,TRUE,FRA,Europe,Frankfurt,290,0.92
51.20.124.112,443,443,TRUE,ARN,Europe,Stockholm,243,0.91
195.58.50.250,443,443,TRUE,AMS,Europe,Amsterdam,208,0.88
141.147.72.236,443,443,TRUE,FRA,Europe,Frankfurt,260,0.88
35.234.89.114,443,443,TRUE,FRA,Europe,Frankfurt,306,0.87
186.67.70.55,443,443,TRUE,SCL,South America,Santiago,394,0.87
188.34.200.15,443,443,TRUE,FRA,Europe,Frankfurt,181,0.87
89.110.71.68,443,443,TRUE,AMS,Europe,Amsterdam,217,0.86
34.154.172.239,443,443,TRUE,FRA,Europe,Frankfurt,299,0.85
143.47.182.181,443,443,TRUE,FRA,Europe,Frankfurt,248,0.84
192.236.249.101,443,443,TRUE,AMS,Europe,Amsterdam,264,0.82
35.234.127.130,443,443,TRUE,FRA,Europe,Frankfurt,241,0.82
34.118.122.1,443,443,TRUE,FRA,Europe,Frankfurt,207,0.81
5.180.182.128,443,443,TRUE,AMS,Europe,Amsterdam,348,0.77
34.154.170.44,443,443,TRUE,FRA,Europe,Frankfurt,302,0.77
34.34.3.81,443,443,TRUE,FRA,Europe,Frankfurt,287,0.76
3.124.236.70,443,443,TRUE,FRA,Europe,Frankfurt,217,0.74
158.180.79.133,443,443,TRUE,SIN,Asia Pacific,Singapore,132,0.73
34.154.65.42,443,443,TRUE,FRA,Europe,Frankfurt,247,0.73
194.5.98.251,443,443,TRUE,OSL,Europe,Oslo,286,0.7
192.236.249.109,443,443,TRUE,AMS,Europe,Amsterdam,246,0.69
192.236.249.104,443,443,TRUE,AMS,Europe,Amsterdam,262,0.68
34.34.57.123,443,443,TRUE,FRA,Europe,Frankfurt,277,0.67
143.47.179.9,443,443,TRUE,FRA,Europe,Frankfurt,273,0.67
18.184.27.249,443,443,TRUE,FRA,Europe,Frankfurt,248,0.66
94.177.8.62,443,443,TRUE,VIE,Europe,Vienna,302,0.65
217.151.229.52,443,443,TRUE,FRA,Europe,Frankfurt,250,0.64
89.208.104.241,443,443,TRUE,FRA,Europe,Frankfurt,320,0.64
47.254.150.241,443,443,TRUE,FRA,Europe,Frankfurt,302,0.62
34.116.250.199,443,443,TRUE,FRA,Europe,Frankfurt,259,0.61
34.118.7.233,443,443,TRUE,FRA,Europe,Frankfurt,323,0.6
192.236.249.90,443,443,TRUE,AMS,Europe,Amsterdam,255,0.59
45.138.72.141,443,443,TRUE,FRA,Europe,Frankfurt,237,0.58
141.147.75.45,443,443,TRUE,FRA,Europe,Frankfurt,249,0.57
35.234.127.98,443,443,TRUE,FRA,Europe,Frankfurt,287,0.57
34.32.207.225,443,443,TRUE,FRA,Europe,Frankfurt,287,0.57
91.239.148.10,443,443,TRUE,FRA,Europe,Frankfurt,233,0.55
34.123.83.237,443,0,TRUE,ORD,North America,Chicago,238,0.54
152.70.55.240,443,443,TRUE,FRA,Europe,Frankfurt,263,0.54
45.95.173.22,443,443,TRUE,FRA,Europe,Frankfurt,274,0.54
91.245.226.190,443,443,TRUE,LHR,Europe,London,224,0.52
91.149.239.62,443,443,TRUE,LAX,North America,Los Angeles,205,0.51
91.107.140.92,443,443,TRUE,FRA,Europe,Frankfurt,198,0.51
141.147.91.62,443,443,TRUE,FRA,Europe,Frankfurt,263,0.5
34.65.38.202,443,443,TRUE,FRA,Europe,Frankfurt,296,0.5
150.230.124.186,443,443,TRUE,FRA,Europe,Frankfurt,284,0.5
37.1.199.128,443,443,TRUE,FRA,Europe,Frankfurt,214,0.49
35.198.78.136,443,443,TRUE,FRA,Europe,Frankfurt,214,0.49
51.38.122.200,443,443,TRUE,FRA,Europe,Frankfurt,267,0.48
35.204.115.245,443,443,TRUE,FRA,Europe,Frankfurt,280,0.48
195.58.50.194,443,443,TRUE,AMS,Europe,Amsterdam,181,0.48
141.147.118.84,443,443,TRUE,FRA,Europe,Frankfurt,255,0.47
91.149.239.238,443,443,TRUE,LAX,North America,Los Angeles,219,0.45
34.118.127.0,443,443,TRUE,FRA,Europe,Frankfurt,302,0.45
46.32.184.115,443,443,TRUE,VIE,Europe,Vienna,229,0.45
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,106,0.45
44.241.54.108,443,443,TRUE,SEA,North America,Seattle,208,0.44
47.57.13.107,443,443,TRUE,HKG,Asia Pacific,Hong Kong,28,0.44
143.47.242.63,443,443,TRUE,FRA,Europe,Frankfurt,259,0.43
34.159.105.87,443,443,TRUE,FRA,Europe,Frankfurt,272,0.42
128.140.59.231,443,443,TRUE,FRA,Europe,Frankfurt,226,0.4
89.110.64.179,443,443,TRUE,AMS,Europe,Amsterdam,218,0.4
34.154.172.63,443,443,TRUE,FRA,Europe,Frankfurt,242,0.37
163.172.188.154,443,443,TRUE,AMS,Europe,Amsterdam,293,0.37
213.1.145.50,443,443,TRUE,LHR,Europe,London,224,0.37
5.61.61.148,443,443,TRUE,LHR,Europe,London,226,0.35
34.118.120.232,443,443,TRUE,FRA,Europe,Frankfurt,307,0.35
3.135.41.11,443,443,TRUE,ORD,North America,Chicago,259,0.35
95.164.249.236,443,443,TRUE,MAD,Europe,Madrid,285,0.33
34.32.190.213,443,443,TRUE,FRA,Europe,Frankfurt,243,0.32
34.118.37.5,443,443,TRUE,FRA,Europe,Frankfurt,296,0.32
144.21.51.83,443,443,TRUE,FRA,Europe,Frankfurt,267,0.3
34.65.167.44,443,443,TRUE,FRA,Europe,Frankfurt,325,0.3
206.53.48.105,443,443,TRUE,FRA,Europe,Frankfurt,251,0.29
89.147.110.80,443,443,TRUE,KEF,Europe,Reykjavík,319,0.29
193.109.84.39,443,443,TRUE,HEL,Europe,Helsinki,201,0.22
192.210.187.72,443,443,TRUE,LAX,North America,Los Angeles,225,0.21
94.177.8.50,443,443,TRUE,VIE,Europe,Vienna,353,0.21
45.85.93.62,443,443,TRUE,MXP,Europe,Milan,278,0.19
31.44.2.81,443,443,TRUE,AMS,Europe,Amsterdam,210,0.19
45.85.93.51,443,443,TRUE,MXP,Europe,Milan,277,0.18
185.140.12.239,443,443,TRUE,FRA,Europe,Frankfurt,302,0.17
5.255.99.242,443,443,TRUE,AMS,Europe,Amsterdam,302,0.17
37.1.223.205,443,443,TRUE,AMS,Europe,Amsterdam,361,0.14
192.236.249.108,443,443,TRUE,AMS,Europe,Amsterdam,251,0.12
158.179.203.23,443,443,TRUE,OSL,Europe,Oslo,325,0.12
52.29.224.33,443,443,TRUE,FRA,Europe,Frankfurt,236,0.12
13.37.106.51,443,443,TRUE,CDG,Europe,Paris,215,0.11
147.45.134.48,443,443,TRUE,AMS,Europe,Amsterdam,257,0.11
194.35.119.193,443,443,TRUE,FRA,Europe,Frankfurt,247,0.1
5.255.112.197,443,443,TRUE,AMS,Europe,Amsterdam,310,0.09
95.164.8.12,443,443,TRUE,CDG,Europe,Paris,313,0.09
118.26.38.134,443,443,TRUE,HKG,Asia Pacific,Hong Kong,77,0.07
77.238.245.208,443,443,TRUE,AMS,Europe,Amsterdam,237,0.07
94.131.9.56,443,443,TRUE,CDG,Europe,Paris,292,0.07
188.34.194.123,443,443,TRUE,FRA,Europe,Frankfurt,179,0.07
193.36.132.250,443,443,TRUE,AMS,Europe,Amsterdam,282,0.06
93.115.20.121,443,443,TRUE,AMS,Europe,Amsterdam,321,0.06
64.110.104.30,443,443,TRUE,KIX,Asia Pacific,Osaka,88,0.06
185.247.141.10,443,443,TRUE,HEL,Europe,Helsinki,410,0.06
45.136.50.108,443,443,TRUE,AMS,Europe,Amsterdam,368,0.05
185.94.165.218,443,443,TRUE,AMS,Europe,Amsterdam,302,0.04
54.233.182.187,443,443,TRUE,GRU,South America,São Paulo,397,0.04
192.236.249.102,443,443,TRUE,AMS,Europe,Amsterdam,256,0.04
192.236.193.108,443,443,TRUE,AMS,Europe,Amsterdam,250,0.04
45.82.176.46,443,443,TRUE,AMS,Europe,Amsterdam,221,0.04
35.197.23.75,443,443,TRUE,SEA,North America,Seattle,245,0.03
35.247.124.181,443,443,TRUE,SEA,North America,Seattle,219,0.03
85.159.226.175,443,443,TRUE,FRA,Europe,Frankfurt,184,0.03
95.164.8.31,443,0,TRUE,TLL,Europe,Tallinn,308,0.03
212.224.93.171,443,443,TRUE,FRA,Europe,Frankfurt,307,0.02
47.57.245.232,443,443,TRUE,SJC,North America,San Jose,30,0.02
213.170.157.1,443,443,TRUE,SEA,North America,Seattle,234,0.02
185.103.253.35,443,443,TRUE,AMS,Europe,Amsterdam,299,0.02
213.255.209.189,443,443,TRUE,YYZ,North America,Toronto,300,0.02
80.76.32.97,443,443,TRUE,FRA,Europe,Frankfurt,301,0.01
2.59.183.197,443,443,TRUE,AMS,Europe,Amsterdam,351,0.01
89.42.142.79,443,0,TRUE,AMS,Europe,Amsterdam,338,0.01
80.209.243.147,443,443,TRUE,EWR,North America,Newark,364,0.01
109.185.236.240,443,443,TRUE,KIV,Europe,Chișinău,253,0
35.245.125.80,443,443,TRUE,IAD,North America,Ashburn,251,0
15.157.7.168,443,443,TRUE,YUL,North America,Montréal,254,0
159.223.224.134,443,443,TRUE,AMS,Europe,Amsterdam,324,0
162.223.94.166,443,0,TRUE,BUF,North America,Buffalo,275,0
35.198.177.73,443,0,TRUE,FRA,Europe,Frankfurt,261,0
34.141.27.54,443,0,TRUE,FRA,Europe,Frankfurt,255,0
34.65.225.137,443,0,TRUE,FRA,Europe,Frankfurt,237,0
18.196.70.197,443,443,TRUE,FRA,Europe,Frankfurt,185,0
177.55.56.182,443,443,TRUE,GRU,South America,São Paulo,368,0
49.207.36.81,443,443,TRUE,MAA,Asia Pacific,Chennai,102,0
64.226.94.33,443,443,TRUE,FRA,Europe,Frankfurt,280,0
159.13.46.42,443,443,TRUE,SYD,Oceania,Sydney,156,0
185.241.192.93,443,443,TRUE,AMS,Europe,Amsterdam,227,0
34.86.193.161,443,443,TRUE,IAD,North America,Ashburn,272,0
20.52.22.151,443,443,TRUE,FRA,Europe,Frankfurt,259,0
3.76.154.119,443,443,TRUE,FRA,Europe,Frankfurt,226,0
195.123.221.80,443,443,TRUE,AMS,Europe,Amsterdam,351,0
79.133.180.14,443,443,TRUE,AMS,Europe,Amsterdam,320,0
34.48.111.143,443,443,TRUE,IAD,North America,Ashburn,268,0
202.61.193.248,443,443,TRUE,FRA,Europe,Frankfurt,257,0
185.9.55.142,443,443,TRUE,RIX,Europe,Riga,281,0
18.193.131.26,443,443,TRUE,FRA,Europe,Frankfurt,220,0
207.2.120.15,443,443,TRUE,SJC,North America,San Jose,214,0
49.51.197.141,443,443,TRUE,SJC,North America,San Jose,195,0
54.76.77.67,443,443,TRUE,DUB,Europe,Dublin,263,0
193.47.100.208,443,443,TRUE,DUS,Europe,Düsseldorf,257,0
54.74.189.161,443,443,TRUE,DUB,Europe,Dublin,253,0
52.202.68.136,443,443,TRUE,IAD,North America,Ashburn,266,0
139.59.206.9,443,443,TRUE,FRA,Europe,Frankfurt,319,0
18.211.101.20,443,443,TRUE,IAD,North America,Ashburn,283,0
35.183.163.195,443,443,TRUE,YUL,North America,Montréal,256,0
35.182.7.190,443,443,TRUE,YUL,North America,Montréal,249,0
34.130.195.13,443,443,TRUE,YYZ,North America,Toronto,272,0
20.221.32.145,443,443,TRUE,ORD,North America,Chicago,236,0
3.235.98.66,443,443,TRUE,IAD,North America,Ashburn,259,0
43.128.26.74,443,443,TRUE,HKG,Asia Pacific,Hong Kong,29,0
35.190.152.145,443,443,TRUE,ATL,North America,Atlanta,259,0
38.180.30.217,443,443,TRUE,LHR,Europe,London,250,0
18.189.94.250,443,443,TRUE,ORD,North America,Chicago,269,0
54.247.36.82,443,443,TRUE,DUB,Europe,Dublin,256,0
204.110.223.187,443,443,TRUE,ORD,North America,Chicago,266,0
3.127.55.133,443,443,TRUE,FRA,Europe,Frankfurt,235,0
2.59.183.77,443,443,TRUE,AMS,Europe,Amsterdam,343,0
23.81.179.160,443,443,TRUE,SJC,North America,San Jose,201,0
18.196.78.63,443,443,TRUE,FRA,Europe,Frankfurt,208,0
43.204.80.35,443,443,TRUE,BOM,Asia Pacific,Mumbai,153,0
43.154.104.77,443,443,TRUE,HKG,Asia Pacific,Hong Kong,28,0
47.242.68.32,443,443,TRUE,HKG,Asia Pacific,Hong Kong,31,0
52.206.25.221,443,443,TRUE,IAD,North America,Ashburn,242,0
44.226.147.29,443,443,TRUE,SEA,North America,Seattle,237,0
78.138.9.16,443,443,TRUE,ARN,Europe,Stockholm,390,0
43.205.239.135,443,443,TRUE,BOM,Asia Pacific,Mumbai,162,0
185.170.215.228,443,443,TRUE,LHR,Europe,London,249,0
